"sno","repo_name","repo_url","description","stars","language","last_updated","scraped_at","has_features","feature_count","feature_info","is_accessible","accessibility_info","validated_at","id","isFork","commits","branches","releases","forks","mainLanguage","defaultBranch","license","homepage","watchers","stargazers","contributors","size","createdAt","pushedAt","updatedAt","totalIssues","openIssues","totalPullRequests","openPullRequests","hasWiki","isArchived","isDisabled","isLocked","languages","topics"
"56","piskrv/1CQA","https://github.com/piskrv/1CQA","Automatic","1","Gherkin","2025-06-16T04:13:30Z","2026-04-06T15:26:40.383707","true","72","72 .feature files found","true","OK","2026-04-10T08:54:32Z","939924689","false","23","1","0","0","Gherkin","main","","","1","1","0","165","2025-02-27T10:31:59Z","2025-06-16T04:13:30Z","2025-06-16T04:13:33Z","0","0","0","0","true","false","false","false","",""
"57","dilekSengul/HealLifeAPIDatabaseTeam2","https://github.com/dilekSengul/HealLifeAPIDatabaseTeam2","N/A","2","Gherkin","2024-12-12T23:42:17Z","2026-04-06T15:26:27.107034","true","69","69 .feature files found","true","OK","2026-04-10T08:20:30Z","898410276","false","251","12","0","1","Gherkin","main","","","2","2","11","943","2024-12-04T10:46:45Z","2024-12-12T23:42:17Z","2024-12-12T23:42:22Z","0","0","54","0","true","false","false","false","",""
"58","ernestio/ernest","https://github.com/ernestio/ernest","Ernest is a tool to define, manage and collaborate on your infrastructure","18","Gherkin","2019-03-19T15:31:48Z","2026-04-06T15:26:13.132236","true","67","67 .feature files found","true","OK","2026-04-10T07:47:08Z","61563746","false","403","4","31","6","Gherkin","master","Mozilla Public License 2.0","http://ernest.io/","18","18","6","330","2016-06-20T16:39:40Z","2019-03-19T15:31:48Z","2025-09-01T15:29:42Z","110","110","131","0","true","false","false","false","","ernest,go,graph,infrastructure-as-code"
"59","rahulrathore44/KarateFrameworkTutorial","https://github.com/rahulrathore44/KarateFrameworkTutorial","Framework for testing RESTful Services with Karate Framework","21","Gherkin","2024-07-20T07:29:47Z","2026-04-06T15:26:13.132180","true","65","65 .feature files found","true","OK","2026-04-10T07:45:50Z","324835249","false","80","1","0","51","Gherkin","main","","https://www.udemy.com/user/rahulrathore3/","21","21","3","190","2020-12-27T19:38:25Z","2024-07-20T07:29:47Z","2025-09-16T02:42:20Z","1","1","0","0","true","false","false","false","","apiautomation,apiautomationtest,bdd-framework,cucumber,karate,karate-framework,karate-tests,restapitesting"
"60","FIWARE-Ops/qa-fiware-tutorials","https://github.com/FIWARE-Ops/qa-fiware-tutorials","“As ironic as it seems, the challenge of a tester is to test as little as possible. Test less, but test smarter.” — Federico Toledo","1","Gherkin","2025-11-05T16:41:27Z","2026-04-06T15:26:30.391130","true","65","65 .feature files found","true","OK","2026-04-10T08:28:46Z","369140087","false","343","7","3","3","Gherkin","master","Apache License 2.0","","1","1","5","25727","2021-05-20T08:42:01Z","2025-11-05T16:41:27Z","2025-11-05T16:46:42Z","5","5","37","1","true","false","false","false","",""
"61","picklesdoc/pickles-testresults","https://github.com/picklesdoc/pickles-testresults","Contains the scenarios from which test results are derived to test the parsing of test results in Pickles","3","Gherkin","2016-05-11T15:24:54Z","2026-04-06T15:26:20.708929","true","64","64 .feature files found","true","OK","2026-04-10T08:09:11Z","11708460","false","93","1","0","5","Cucumber","master","Apache License 2.0","","3","3","4","892","2013-07-27T17:30:46Z","2016-05-11T15:24:54Z","2016-11-22T11:15:19Z","1","1","17","0","true","false","false","false","",""
"62","felipe-amorim/auto","https://github.com/felipe-amorim/auto","N/A","1","Gherkin","2021-04-12T14:25:46Z","2026-04-06T15:26:37.136414","true","62","62 .feature files found","true","OK","2026-04-10T08:47:35Z","328788547","false","32","3","0","0","Gherkin","master","","","1","1","3","295406","2021-01-11T20:52:10Z","2021-04-12T14:25:46Z","2021-04-12T14:25:51Z","0","0","0","0","true","false","false","false","",""
"63","BRP-API/Haal-Centraal-Reisdocumenten-bevragen","https://github.com/BRP-API/Haal-Centraal-Reisdocumenten-bevragen","N/A","3","Gherkin","2026-01-08T10:17:46Z","2026-04-06T15:26:20.708936","true","61","61 .feature files found","true","OK","2026-04-10T08:09:21Z","285224844","false","676","2","10","3","Gherkin","master","Other","https://brp-api.github.io/Haal-Centraal-Reisdocumenten-bevragen/","3","3","7","4845","2020-08-05T08:15:51Z","2026-01-08T10:17:46Z","2026-01-08T10:17:56Z","17","17","143","0","true","false","false","false","",""
"64","LiamDGray/DatingLibre","https://github.com/LiamDGray/DatingLibre","Dating Libre (datinglibre.com) is an MIT licensed white-label open source dating / introduction application based on PHP (Symfony), PostgreSQL, SES and S3. It can be deployed automatically using Ansible and is tested with Behat BDD and phpunit.","1","Gherkin","2022-07-02T06:08:19Z","2026-04-06T15:26:33.678637","true","59","59 .feature files found","true","OK","2026-04-10T08:36:52Z","511321876","false","27","1","0","1","","master","MIT License","https://datinglibre.com","1","1","0","1336","2022-07-06T23:31:13Z","2022-07-02T06:08:19Z","2022-12-13T02:55:53Z","0","0","0","0","true","false","false","false","",""
"65","BRP-API/Haal-Centraal-BRP-bewoning","https://github.com/BRP-API/Haal-Centraal-BRP-bewoning","N/A","2","Gherkin","2026-03-31T05:56:38Z","2026-04-06T15:26:27.107255","true","56","56 .feature files found","true","OK","2026-04-10T08:25:06Z","285224575","false","1001","13","11","2","Gherkin","master","Other","https://brp-api.github.io/Haal-Centraal-BRP-bewoning/","2","2","8","13243","2020-08-05T08:14:46Z","2026-03-31T05:56:38Z","2026-03-31T05:56:35Z","21","21","202","8","true","false","false","false","",""
"66","mapado/prettier-plugin-gherkin","https://github.com/mapado/prettier-plugin-gherkin","This prettier plugin format your gherkin (`.feature` files) documents.","24","Gherkin","2026-03-26T04:32:33Z","2026-04-06T15:26:09.532657","true","54","54 .feature files found","true","OK","2026-04-10T07:45:04Z","559842134","false","163","3","2","6","Gherkin","main","MIT License","","24","24","4","1057","2022-10-31T07:58:15Z","2026-03-26T04:32:33Z","2026-03-01T12:37:50Z","4","4","35","1","false","false","false","false","",""
"67","DigitalState/Services","https://github.com/DigitalState/Services","The DigitalState Services Microservice","13","Gherkin","2021-02-03T13:07:23Z","2026-04-06T15:26:13.132351","true","54","54 .feature files found","true","OK","2026-04-10T07:49:47Z","85891025","false","35","3","0","5","Gherkin","master","MIT License","","13","13","0","10926","2017-03-23T00:52:41Z","2021-02-03T13:07:23Z","2023-08-18T07:35:02Z","37","37","36","1","false","false","false","false","","api-platform,camunda,docker,formio,microservice,php,symfony"
"68","solid-contrib/specification-tests","https://github.com/solid-contrib/specification-tests","Test coverage report","8","Gherkin","2025-12-01T17:10:30Z","2026-04-06T15:26:13.132513","true","54","54 .feature files found","true","OK","2026-04-10T07:53:22Z","376814074","false","267","8","17","6","Gherkin","main","MIT License","https://solid-contrib.github.io/specification-tests/","8","8","7","682","2021-06-14T12:24:10Z","2025-12-01T17:10:30Z","2025-12-01T17:10:09Z","22","22","97","3","true","false","false","false","",""
"69","SandbhorSarjerao/KarateFramework_APIAutomation_Demo","https://github.com/SandbhorSarjerao/KarateFramework_APIAutomation_Demo","Karate Framework APIAutomation","1","Gherkin","2024-12-02T21:26:51Z","2026-04-06T15:26:37.136301","true","54","54 .feature files found","true","OK","2026-04-10T08:45:03Z","279001313","false","13","3","0","3","Gherkin","master","","","1","1","0","1348","2020-07-12T05:53:23Z","2024-12-02T21:26:51Z","2020-08-31T16:18:19Z","2","2","2","2","true","false","false","false","",""
"70","camptocamp/oerpscenario","https://github.com/camptocamp/oerpscenario","Business Driven Development (BDD) for OpenERP/Odoo","37","Gherkin","2016-10-26T10:20:29Z","2026-04-06T15:26:09.532592","true","53","53 .feature files found","true","OK","2026-04-10T07:43:31Z","23428142","false","631","2","5","31","Cucumber","master","GNU General Public License v2.0","","37","37","12","4792","2014-08-28T13:04:51Z","2016-10-26T10:20:29Z","2025-12-17T14:47:31Z","11","11","44","2","true","true","false","false","",""
"71","NetworkManager/NetworkManager-ci","https://github.com/NetworkManager/NetworkManager-ci","Integration tests for NM","10","Gherkin","2026-04-05T07:28:45Z","2026-04-06T15:26:13.132397","true","53","53 .feature files found","true","OK","2026-04-10T07:50:53Z","45837397","false","5738","309","0","11","Gherkin","main","GNU General Public License v3.0","","10","10","24","19093","2015-11-09T12:45:10Z","2026-04-10T07:42:25Z","2026-04-09T15:13:22Z","0","0","331","0","true","false","false","false","",""
"72","FoodStandardsAgency/register-a-food-business-UI-tests","https://github.com/FoodStandardsAgency/register-a-food-business-UI-tests","Register a food business UI tests","1","Gherkin","2026-04-01T10:58:08Z","2026-04-06T15:26:40.383835","true","53","53 .feature files found","true","OK","2026-04-10T08:56:56Z","142860791","false","582","39","0","0","Gherkin","develop","MIT License","","1","1","19","2168","2018-07-30T10:27:32Z","2026-04-01T10:58:08Z","2026-04-01T10:58:06Z","25","25","142","25","true","false","false","false","","rafb"
"73","Crown-Commercial-Service/digitalmarketplace-functional-tests","https://github.com/Crown-Commercial-Service/digitalmarketplace-functional-tests","BDD tests for the digital marketplace suite of applications.","6","Gherkin","2026-04-05T09:52:37Z","2026-04-06T15:26:16.895582","true","51","51 .feature files found","true","OK","2026-04-10T07:57:15Z","31654958","false","2456","82","0","4","Gherkin","main","MIT License","","6","6","31","13220","2015-03-04T12:04:09Z","2026-04-08T10:50:51Z","2022-01-04T17:29:06Z","29","29","995","29","true","false","false","false","","digitalmarketplace,portfolio"
"74","Vardot/varbase-behat","https://github.com/Vardot/varbase-behat","Varbase Behat is a standalone testing framework, with a set of Gherkin Features and custom Varbase Context with custom step definitions, and assets, which help with the automatic testing for Varbase websites","3","Gherkin","2017-08-03T18:03:08Z","2026-04-06T15:26:20.708879","true","51","51 .feature files found","true","OK","2026-04-10T08:08:07Z","63603391","false","268","2","0","0","Gherkin","8.x-4.x","","https://www.vardot.com","3","3","2","79736","2016-07-18T13:02:27Z","2017-08-03T18:03:08Z","2023-01-27T22:59:42Z","1","1","0","0","false","true","false","false","","automated,behat,behat3,functional-testing,gherkin,varbase,vardot"
"75","HL7/fhir-project-mhealth","https://github.com/HL7/fhir-project-mhealth","N/A","6","Gherkin","2023-03-21T13:01:11Z","2026-04-06T15:26:16.895600","true","50","50 .feature files found","true","OK","2026-04-10T07:57:36Z","235106168","false","42","4","0","2","Gherkin","master","","","6","6","3","8664","2020-01-20T13:20:22Z","2023-03-21T13:01:11Z","2025-08-04T19:01:24Z","2","2","3","1","false","false","false","false","",""
"76","typedb/typedb-behaviour","https://github.com/typedb/typedb-behaviour","TypeDB Behaviour Test Specification","15","Gherkin","2026-04-03T13:34:17Z","2026-04-06T15:26:13.132296","true","48","48 .feature files found","true","OK","2026-04-10T07:48:29Z","208812506","false","772","4","0","20","Gherkin","master","Mozilla Public License 2.0","","15","15","17","2867","2019-09-16T13:53:40Z","2026-04-03T13:34:17Z","2026-04-03T13:34:21Z","29","29","366","6","true","false","false","false","",""
"77","DigitalState/Cases","https://github.com/DigitalState/Cases","The DigitalState Cases Microservice","4","Gherkin","2021-02-03T13:05:01Z","2026-04-06T15:26:16.895783","true","48","48 .feature files found","true","OK","2026-04-10T08:01:49Z","85891059","false","37","3","0","2","Gherkin","master","MIT License","","4","4","0","10611","2017-03-23T00:53:12Z","2021-02-03T13:05:01Z","2020-05-03T15:06:37Z","19","19","36","1","false","false","false","false","","api-platform,docker,microservice,php,symfony"
"78","CU-CommunityApps/kuality-kfs-cu","https://github.com/CU-CommunityApps/kuality-kfs-cu","kuality-kfs-cu","3","Gherkin","2016-10-20T15:23:45Z","2026-04-06T15:26:20.708835","true","48","48 .feature files found","true","OK","2026-04-10T08:07:05Z","14961744","false","1430","229","0","2","Cucumber","master","Apache License 2.0","","3","3","6","27926","2013-12-05T18:09:52Z","2016-10-20T15:23:45Z","2023-01-28T09:43:03Z","0","0","16","0","true","true","false","false","",""
"79","hmrc/income-tax-submission-journey-tests","https://github.com/hmrc/income-tax-submission-journey-tests","N/A","2","Gherkin","2026-01-06T14:34:29Z","2026-04-06T15:26:23.948844","true","48","48 .feature files found","true","OK","2026-04-10T08:13:56Z","296075428","false","963","6","0","1","Gherkin","main","Apache License 2.0","","2","2","54","47601","2020-09-16T15:36:20Z","2026-01-06T14:34:29Z","2025-06-26T13:06:05Z","2","2","576","2","true","false","false","false","",""
"80","GBrooks1970/gb.automation.smoketests.mdt.skeleton","https://github.com/GBrooks1970/gb.automation.smoketests.mdt.skeleton","N/A","1","Gherkin","2025-11-25T21:08:55Z","2026-04-06T15:26:33.678917","true","48","48 .feature files found","true","OK","2026-04-10T08:42:29Z","1055465917","false","4","1","0","0","Gherkin","main","","","1","1","0","361","2025-09-12T09:59:00Z","2025-11-25T21:08:55Z","2025-11-25T21:08:59Z","0","0","0","0","false","false","false","false","",""
"81","BillyRuffian/chutney","https://github.com/BillyRuffian/chutney","Best practice for Cucumber","7","Gherkin","2026-03-06T14:38:09Z","2026-04-06T15:26:16.895470","true","43","43 .feature files found","true","OK","2026-04-10T07:54:43Z","184899345","false","546","4","19","9","Gherkin","master","MIT License","https://www.usechutney.com","7","7","14","3191","2019-05-04T13:36:41Z","2026-03-06T14:38:09Z","2026-03-06T14:38:14Z","0","0","178","0","true","false","false","false","",""
"82","xyteam/AutoBDD-example","https://github.com/xyteam/AutoBDD-example","Cucumber E2E Automation Example","5","Gherkin","2021-12-02T07:13:44Z","2026-04-06T15:26:16.895724","true","43","43 .feature files found","true","OK","2026-04-10T08:00:30Z","201526610","false","250","1","0","0","Gherkin","master","","","5","5","2","2179","2019-08-09T19:10:51Z","2021-12-02T07:13:44Z","2022-06-14T02:23:48Z","0","0","12","0","true","false","false","false","","autobdd,bdd,cucumber-js,docker-compose,e2e-testing,robotjs,selenium,sikulix,webdriverio"
"83","MoonDav/TestQA1C","https://github.com/MoonDav/TestQA1C","Тестирование и практика QA в 1С","2","Gherkin","2024-10-12T01:31:58Z","2026-04-06T15:26:27.107014","true","43","43 .feature files found","true","OK","2026-04-10T08:20:07Z","809137947","false","16","1","0","0","Gherkin","main","","","2","2","0","1952","2024-06-01T19:54:19Z","2024-10-12T01:31:58Z","2024-10-18T16:25:17Z","1","1","0","0","true","false","false","false","",""
"84","SoftServeUniversity/yunakquiz","https://github.com/SoftServeUniversity/yunakquiz","N/A","4","Gherkin","2015-12-19T21:15:35Z","2026-04-06T15:26:16.895794","true","42","42 .feature files found","true","OK","2026-04-10T08:02:05Z","24047624","false","214","46","0","7","Cucumber","master","","","4","4","12","2128","2014-09-15T07:49:50Z","2015-12-19T21:15:35Z","2015-12-19T15:14:26Z","12","12","40","11","true","false","false","false","",""
"85","DigitalState/Records","https://github.com/DigitalState/Records","The DigitalState Records Microservice","4","Gherkin","2021-02-03T13:06:54Z","2026-04-06T15:26:20.708623","true","41","41 .feature files found","true","OK","2026-04-10T08:02:29Z","85891092","false","34","3","0","5","Gherkin","master","MIT License","","4","4","0","9735","2017-03-23T00:53:48Z","2021-02-03T13:06:54Z","2021-06-22T22:13:30Z","4","4","33","1","false","false","false","false","","api-platform,docker,microservice,php,symfony"
"86","PacktPublishing/Writing-API-Tests-with-Karate","https://github.com/PacktPublishing/Writing-API-Tests-with-Karate","Writing API Tests with Karate, published by Packt","12","Gherkin","2024-08-29T18:33:34Z","2026-04-06T15:26:13.132362","true","40","40 .feature files found","true","OK","2026-04-10T07:50:02Z","534555405","false","168","2","0","18","Gherkin","main","MIT License","","12","12","3","162","2022-09-09T08:08:44Z","2024-08-29T18:33:34Z","2026-03-09T06:59:26Z","1","1","0","1","false","false","false","false","",""
