"id","name","isFork","commits","branches","releases","forks","mainLanguage","defaultBranch","license","homepage","watchers","stargazers","contributors","size","createdAt","pushedAt","updatedAt","totalIssues","openIssues","totalPullRequests","openPullRequests","blankLines","codeLines","commentLines","metrics","lastCommit","lastCommitSHA","hasWiki","isArchived","isDisabled","isLocked","languages","labels","topics"
"1293965","taisedias/selenium-cucumber",false,"8","1","0","11","Java","master",,,"6","17","0","183","2014-06-17T09:09:47","2014-09-30T04:40:31","2018-09-10T11:45:55","0","0","0","0","89","301","2","[{""blankLines"":75,""codeLines"":251,""commentLines"":0,""language"":""Java""},{""blankLines"":7,""codeLines"":25,""commentLines"":2,""language"":""Cucumber""},{""blankLines"":3,""codeLines"":15,""commentLines"":0,""language"":""Gradle""},{""blankLines"":4,""codeLines"":10,""commentLines"":0,""language"":""Markdown""}]","2014-09-30T04:40:31","11f973d57d12d5f86c736975c21f107f30a18e5c",true,false,false,false,,"",""
"1480949","alexvictoor/pitest-cucumber-plugin",false,"107","2","2","11","Java","master","Apache License 2.0",,"8","26","9","116","2014-08-30T08:17:27","2023-10-29T08:29:28","2023-10-14T01:59:44","12","6","26","1","230","1040","37","[{""blankLines"":177,""codeLines"":669,""commentLines"":27,""language"":""Java""},{""blankLines"":8,""codeLines"":43,""commentLines"":2,""language"":""Cucumber""},{""blankLines"":14,""codeLines"":205,""commentLines"":0,""language"":""Maven""},{""blankLines"":22,""codeLines"":92,""commentLines"":0,""language"":""Markdown""},{""blankLines"":9,""codeLines"":31,""commentLines"":8,""language"":""YAML""}]","2023-10-29T08:29:27","44a4b1d3bde2ffc0d5d86e20a00a69e8fd61d208",true,false,false,false,"{""Java"":27352,""Gherkin"":1368}","bug;dependencies;duplicate;enhancement;help wanted;invalid;question;wontfix",""
"1595430","machzqcq/cucumberjvmexamples",false,"106","33","0","190","Java","master",,,"29","113","2","17796","2015-01-15T01:19:52","2023-10-23T01:17:40","2023-11-06T09:48:42","1","0","79","32","1633","12451","332","[{""blankLines"":0,""codeLines"":5020,""commentLines"":0,""language"":""JSON""},{""blankLines"":49,""codeLines"":197,""commentLines"":19,""language"":""CSS""},{""blankLines"":29,""codeLines"":111,""commentLines"":0,""language"":""HTML""},{""blankLines"":0,""codeLines"":17,""commentLines"":0,""language"":""INI""},{""blankLines"":0,""codeLines"":973,""commentLines"":0,""language"":""SVG""},{""blankLines"":26,""codeLines"":343,""commentLines"":2,""language"":""Cucumber""},{""blankLines"":63,""codeLines"":1521,""commentLines"":0,""language"":""Maven""},{""blankLines"":54,""codeLines"":341,""commentLines"":98,""language"":""Bourne Shell""},{""blankLines"":14,""codeLines"":15,""commentLines"":0,""language"":""XML""},{""blankLines"":0,""codeLines"":6,""commentLines"":19,""language"":""JavaScript""},{""blankLines"":804,""codeLines"":1055,""commentLines"":0,""language"":""Markdown""},{""blankLines"":2,""codeLines"":8,""commentLines"":0,""language"":""Gradle""},{""blankLines"":0,""codeLines"":27,""commentLines"":0,""language"":""YAML""},{""blankLines"":56,""codeLines"":213,""commentLines"":2,""language"":""DOS Batch""},{""blankLines"":536,""codeLines"":2604,""commentLines"":192,""language"":""Java""}]","2021-12-15T09:49:31","3aad5ec3e5a9b42cad78620f2abebf2218d642d6",true,false,false,false,"{""Java"":137192,""Batchfile"":40095,""Gherkin"":16648,""HTML"":4088,""CSS"":4063}","bug;dependencies;duplicate;enhancement;help wanted;invalid;question;wontfix","atdd;bdd;cucumber-jvm;selenium-java;tdd;test-automation"
"1636534","emmasuzuki/cucumberespressodemo",false,"39","1","0","28","Java","master","MIT License",,"5","99","2","134","2015-01-27T01:23:20","2018-12-01T08:42:32","2020-07-13T02:32:35","7","1","3","0","210","858","145","[{""blankLines"":16,""codeLines"":77,""commentLines"":3,""language"":""Gradle""},{""blankLines"":20,""codeLines"":123,""commentLines"":21,""language"":""Bourne Again Shell""},{""blankLines"":31,""codeLines"":193,""commentLines"":2,""language"":""XML""},{""blankLines"":35,""codeLines"":110,""commentLines"":0,""language"":""Markdown""},{""blankLines"":24,""codeLines"":64,""commentLines"":2,""language"":""DOS Batch""},{""blankLines"":2,""codeLines"":0,""commentLines"":15,""language"":""ProGuard""},{""blankLines"":76,""codeLines"":254,""commentLines"":102,""language"":""Java""},{""blankLines"":6,""codeLines"":37,""commentLines"":0,""language"":""Cucumber""}]","2018-12-01T08:42:31","6f3e4be03762458c42dd6e051ddb406e341a8475",true,false,false,false,,"",""
"1650748","temyers/cucumber-jvm-parallel-plugin",false,"279","4","23","119","Java","master","Apache License 2.0",,"29","131","17","516","2015-01-30T12:53:08","2019-03-18T09:55:07","2020-08-06T03:11:19","136","0","59","1","1638","13644","438","[{""blankLines"":15,""codeLines"":1441,""commentLines"":28,""language"":""XML""},{""blankLines"":3,""codeLines"":11,""commentLines"":0,""language"":""YAML""},{""blankLines"":85,""codeLines"":313,""commentLines"":0,""language"":""Markdown""},{""blankLines"":0,""codeLines"":219,""commentLines"":0,""language"":""JSON""},{""blankLines"":13,""codeLines"":82,""commentLines"":0,""language"":""Velocity Template Language""},{""blankLines"":584,""codeLines"":2126,""commentLines"":346,""language"":""Java""},{""blankLines"":382,""codeLines"":1119,""commentLines"":34,""language"":""Groovy""},{""blankLines"":239,""codeLines"":2718,""commentLines"":15,""language"":""Maven""},{""blankLines"":174,""codeLines"":4847,""commentLines"":14,""language"":""HTML""},{""blankLines"":72,""codeLines"":474,""commentLines"":0,""language"":""Cucumber""},{""blankLines"":71,""codeLines"":294,""commentLines"":1,""language"":""CSS""}]","2019-03-18T09:55:06","931628fc1e2822be667ec216e10e706993974aa4",true,true,false,false,,"",""
"1730408","selenide-examples/cucumber",false,"249","1","0","39","Java","main",,,"6","33","5","99","2015-02-18T10:18:57","2026-03-12T02:24:07","2026-03-12T02:24:05","6","1","168","0","43","290","0","[{""blankLines"":9,""codeLines"":13,""commentLines"":0,""language"":""Markdown""},{""blankLines"":2,""codeLines"":63,""commentLines"":0,""language"":""YAML""},{""blankLines"":0,""codeLines"":19,""commentLines"":0,""language"":""XML""},{""blankLines"":6,""codeLines"":17,""commentLines"":0,""language"":""Cucumber""},{""blankLines"":22,""codeLines"":100,""commentLines"":0,""language"":""Java""},{""blankLines"":4,""codeLines"":78,""commentLines"":0,""language"":""Maven""}]","2026-03-12T02:23:59","8a3993256dac7257a2b8fbbdc0ba70bc33182603",true,false,false,false,"{""Java"":3798,""Gherkin"":787}","bug;dependencies;duplicate;enhancement;github_actions;help wanted;invalid;java;question;wontfix",""
"1970602","cucumber/gherkin-java",false,"540","69","0","34","Java","main","MIT License",,"120","49","27","14234","2015-04-06T01:39:05","2022-11-08T03:46:18","2022-11-09T12:35:07","0","0","4","0","723","7114","127","[{""blankLines"":31,""codeLines"":92,""commentLines"":7,""language"":""make""},{""blankLines"":6,""codeLines"":26,""commentLines"":0,""language"":""Bourne Again Shell""},{""blankLines"":3,""codeLines"":15,""commentLines"":0,""language"":""Groovy""},{""blankLines"":4,""codeLines"":31,""commentLines"":0,""language"":""Grails""},{""blankLines"":0,""codeLines"":9,""commentLines"":0,""language"":""XML""},{""blankLines"":11,""codeLines"":107,""commentLines"":0,""language"":""Maven""},{""blankLines"":11,""codeLines"":22,""commentLines"":0,""language"":""Markdown""},{""blankLines"":610,""codeLines"":6504,""commentLines"":106,""language"":""Java""},{""blankLines"":3,""codeLines"":9,""commentLines"":0,""language"":""Ruby""},{""blankLines"":4,""codeLines"":32,""commentLines"":9,""language"":""Bourne Shell""},{""blankLines"":40,""codeLines"":267,""commentLines"":5,""language"":""Razor""}]","2022-11-06T04:39:38","a7fe13982f95f9c67d0ea60e87a90eda11d11d54",false,true,false,false,"{""Java"":271600,""HTML"":9498,""Makefile"":4040,""Shell"":2824,""Groovy"":2360,""Ruby"":458}","bug;duplicate;enhancement;help wanted;invalid;question;security fix;security vulnerability;wontfix",""
"2211867","sebaslogen/espresso-cucumber",false,"14","1","0","8","Java","master","Apache License 2.0",,"6","49","0","10732","2015-05-22T12:18:16","2015-09-10T10:11:37","2020-09-18T04:20:29","2","1","0","0","252","1554","221","[{""blankLines"":122,""codeLines"":766,""commentLines"":95,""language"":""Java""},{""blankLines"":13,""codeLines"":352,""commentLines"":0,""language"":""Cucumber""},{""blankLines"":36,""codeLines"":34,""commentLines"":118,""language"":""Ant""},{""blankLines"":19,""codeLines"":137,""commentLines"":7,""language"":""Python""},{""blankLines"":0,""codeLines"":4,""commentLines"":0,""language"":""INI""},{""blankLines"":52,""codeLines"":100,""commentLines"":0,""language"":""Markdown""},{""blankLines"":10,""codeLines"":161,""commentLines"":1,""language"":""XML""}]","2015-09-10T10:11:52","f423aeee689db9b8ef204b96dd7ba18bcf322594",true,false,false,false,,"",""
"2344546","cucumber/cucumber",false,"6519","71","46","647","Java","master","MIT License","https://cucumber.io/docs","227","3221","111","52379","2015-06-21T04:37:35","2021-05-07T02:20:05","2021-05-06T03:37:46","584","68","918","12","31","82","0","[{""blankLines"":31,""codeLines"":67,""commentLines"":0,""language"":""Markdown""},{""blankLines"":0,""codeLines"":15,""commentLines"":0,""language"":""YAML""}]","2021-05-06T03:37:40","d8cd2a54b5bbe636765ea564b6dee63a078cf8ad",false,false,false,false,"{""Java"":804502,""TypeScript"":688769,""C"":485708,""Go"":457560,""Ruby"":359094,""C#"":322961,""Python"":294166,""Elixir"":260667,""Perl"":247372,""Objective-C"":243059,""Makefile"":223254,""HTML"":82664,""Shell"":56604,""Gherkin"":10603,""C++"":9366,""SCSS"":5323,""CMake"":4156,""JavaScript"":2863,""jq"":2283,""CSS"":858,""Dockerfile"":854}",":baby_bottle: incomplete;:bank: debt;:book: documentation;:broken_heart: breaking change;:bug: bug;:cucumber: core team;:dollar: bounty $100;:dollar: bounty $1000;:dollar: bounty $300;:fire: critical;:gemini: duplicate;:hourglass: stale;:no_good: wontfix;:pray: help wanted;:question: question;:robot: dependencies;:safety_pin: pinned;:sparkles: kaizen;:thinking: cannot reproduce;:vertical_traffic_light: needs tests;:white_check_mark: accepted;:wrench: build;:zap: enhancement;framework: android;framework: guice;framework: junit;framework: picocontainer;framework: rails;framework: spring;framework: webdriver;good first issue;json-formatter;json-to-messages;language: c;language: c#;language: c++;language: clojure;language: elixir;language: go;language: groovy;language: java;language: javascript;language: kotlin;language: markdown;language: objective-c;language: perl;language: python;language: ruby;language: scala;language: swift;library: c21e;library: compatibility-kit;library: config;library: create-meta;library: cucumber-expressions;library: cucumber-messages;library: cucumber-query;library: cucumber-react;library: datatables;library: fake-cucumber;library: formatters;library: gherkin;library: gherkin-utils;library: html-formatter;library: tag-expressions;milestone-proposal;os: linux;os: macos;os: windows;platform consolidation;security fix;security vulnerability;type: feature;type: meta",""
"2561139","selenium-cucumber/selenium-cucumber-java",false,"91","2","2","207","Java","master","MIT License","https://seleniumcucumber.info/","23","129","8","2475","2015-08-05T06:32:33","2021-09-22T03:49:34","2021-09-22T03:49:37","14","10","12","2","443","1900","422","[{""blankLines"":0,""codeLines"":4,""commentLines"":0,""language"":""Bourne Again Shell""},{""blankLines"":237,""codeLines"":1251,""commentLines"":417,""language"":""Java""},{""blankLines"":6,""codeLines"":39,""commentLines"":0,""language"":""Cucumber""},{""blankLines"":0,""codeLines"":12,""commentLines"":0,""language"":""INI""},{""blankLines"":11,""codeLines"":84,""commentLines"":5,""language"":""Maven""},{""blankLines"":0,""codeLines"":23,""commentLines"":0,""language"":""XML""},{""blankLines"":189,""codeLines"":487,""commentLines"":0,""language"":""Markdown""}]","2021-09-22T03:49:34","8f0b01212e6dd30870c47cfc0452df1a371205e8",true,false,false,false,"{""Java"":54764,""Gherkin"":2157,""Shell"":199}","bug;dependencies;duplicate;enhancement;help wanted;invalid;question;wontfix",""
"2869889","elinger/cucumber-spring-boot-tutorial",false,"5","1","0","17","Java","master",,,"2","15","0","152","2015-10-04T12:12:44","2015-10-04T08:30:38","2020-05-12T09:42:14","0","0","0","0","187","788","7","[{""blankLines"":0,""codeLines"":6,""commentLines"":0,""language"":""YAML""},{""blankLines"":2,""codeLines"":6,""commentLines"":0,""language"":""Markdown""},{""blankLines"":19,""codeLines"":51,""commentLines"":1,""language"":""Cucumber""},{""blankLines"":29,""codeLines"":232,""commentLines"":2,""language"":""Maven""},{""blankLines"":137,""codeLines"":493,""commentLines"":4,""language"":""Java""}]","2015-10-04T08:30:01","896256d7c6bd7a044a9d69fbba30b3e65983638b",true,false,false,false,,"",""
"3111880","sauce-archives/java-cucumberjvm-junit-selenium",false,"63","15","0","19","Java","master",,,"7","11","7","109","2015-12-07T07:44:29","2020-01-10T03:52:54","2020-11-06T09:53:20","1","0","13","2","53","277","21","[{""blankLines"":1,""codeLines"":61,""commentLines"":0,""language"":""Maven""},{""blankLines"":6,""codeLines"":30,""commentLines"":0,""language"":""Cucumber""},{""blankLines"":34,""codeLines"":130,""commentLines"":21,""language"":""Java""},{""blankLines"":0,""codeLines"":12,""commentLines"":0,""language"":""YAML""},{""blankLines"":12,""codeLines"":44,""commentLines"":0,""language"":""Markdown""}]","2019-04-01T10:49:05","ff7c6bae8e3b9771b00625dc47bb54dc32a831f3",true,true,false,false,,"",""
"3222383","predixdev/predix-bdd-cucumber",false,"6","1","0","7","Java","master","Other",,"61","23",,"456","2016-01-28T10:33:01","2016-02-01T06:48:22","2018-09-13T07:06:54","1","1","0","0","331","1815","211","[{""blankLines"":8,""codeLines"":23,""commentLines"":2,""language"":""Cucumber""},{""blankLines"":10,""codeLines"":186,""commentLines"":1,""language"":""Maven""},{""blankLines"":259,""codeLines"":1170,""commentLines"":208,""language"":""Java""},{""blankLines"":53,""codeLines"":177,""commentLines"":0,""language"":""Markdown""},{""blankLines"":1,""codeLines"":9,""commentLines"":0,""language"":""XML""},{""blankLines"":0,""codeLines"":250,""commentLines"":0,""language"":""JSON""}]","2016-02-01T06:48:14","65c0ea2bfa2d62110e2bff552c4a8c1602e60a6a",true,false,false,false,,"",""
"3224466","a11n/android-cucumber-espresso",false,"4","2","0","2","Java","master",,"https://speakerdeck.com/a11n/automated-acceptance-testing-with-cucumber-and-espresso","3","12",,"550","2016-05-02T01:48:41","2016-05-11T02:35:53","2019-06-19T03:28:08",,,,,"97","475","55","[{""blankLines"":24,""codeLines"":64,""commentLines"":2,""language"":""DOS Batch""},{""blankLines"":2,""codeLines"":0,""commentLines"":15,""language"":""ProGuard""},{""blankLines"":16,""codeLines"":131,""commentLines"":6,""language"":""XML""},{""blankLines"":26,""codeLines"":99,""commentLines"":8,""language"":""Java""},{""blankLines"":19,""codeLines"":121,""commentLines"":20,""language"":""Bourne Again Shell""},{""blankLines"":1,""codeLines"":5,""commentLines"":0,""language"":""Cucumber""},{""blankLines"":9,""codeLines"":55,""commentLines"":4,""language"":""Gradle""}]","2016-05-11T02:34:21","2653a1042eab629091a6f8984d6cb943f0a3598b",true,false,false,false,,"",""
"3224548","exfio/cucumbersync",false,"27","1","5","1","Java","master","GNU General Public License v3.0",,"6","10",,"19079","2014-10-12T05:21:26","2016-05-07T11:49:39","2018-08-27T12:54:51","4","2","0","0","1652","6957","1699","[{""blankLines"":191,""codeLines"":1418,""commentLines"":246,""language"":""XML""},{""blankLines"":24,""codeLines"":64,""commentLines"":2,""language"":""DOS Batch""},{""blankLines"":21,""codeLines"":129,""commentLines"":8,""language"":""Gradle""},{""blankLines"":20,""codeLines"":123,""commentLines"":21,""language"":""Bourne Again Shell""},{""blankLines"":10,""codeLines"":21,""commentLines"":0,""language"":""Markdown""},{""blankLines"":1386,""codeLines"":5202,""commentLines"":1422,""language"":""Java""}]","2016-05-07T11:16:53","7501b8dfe45600e9d432ea41c105b9348ffb468a",true,false,false,false,,"",""
"3224962","priyankshah217/appiumcucumbertest",false,"34","2","0","53","Java","master",,,"8","31",,"2440","2014-10-06T05:52:37","2016-05-19T05:28:09","2020-08-15T08:47:05","0","0","1","0","133","797","59","[{""blankLines"":5,""codeLines"":28,""commentLines"":0,""language"":""XML""},{""blankLines"":0,""codeLines"":104,""commentLines"":0,""language"":""Maven""},{""blankLines"":7,""codeLines"":26,""commentLines"":0,""language"":""Markdown""},{""blankLines"":110,""codeLines"":617,""commentLines"":59,""language"":""Java""},{""blankLines"":11,""codeLines"":22,""commentLines"":0,""language"":""Cucumber""}]","2016-05-19T05:17:30","8b2cd56e32d7c99a767eda899ca41932c90d89db",true,false,false,false,,"",""
"3241980","codemateltd/android-cucumber-bdd-sample",false,"26","1","0","10","Java","master","Apache License 2.0",,"3","28",,"566","2017-01-09T10:23:41","2017-10-28T10:28:51","2020-12-02T09:57:49","0","0","1","0","257","1172","79","[{""blankLines"":12,""codeLines"":311,""commentLines"":6,""language"":""XML""},{""blankLines"":24,""codeLines"":64,""commentLines"":2,""language"":""DOS Batch""},{""blankLines"":2,""codeLines"":0,""commentLines"":15,""language"":""ProGuard""},{""blankLines"":13,""codeLines"":62,""commentLines"":3,""language"":""Gradle""},{""blankLines"":19,""codeLines"":121,""commentLines"":20,""language"":""Bourne Again Shell""},{""blankLines"":4,""codeLines"":17,""commentLines"":0,""language"":""YAML""},{""blankLines"":25,""codeLines"":59,""commentLines"":0,""language"":""Markdown""},{""blankLines"":151,""codeLines"":502,""commentLines"":33,""language"":""Java""},{""blankLines"":7,""codeLines"":36,""commentLines"":0,""language"":""Cucumber""}]","2017-01-24T09:47:49","48e9735befab9a622e0ceef3f338961986121f96",true,false,false,false,,"",""
